Year,Variable,Country,Unit,PowerCode,Value
2008,Gross Increment,Germany,Cubic metres,Thousands,118499.284
2009,Gross Increment,Germany,Cubic metres,Thousands,118289.79199999999
2010,Gross Increment,Germany,Cubic metres,Thousands,117004.57699999999
2011,Gross Increment,Germany,Cubic metres,Thousands,116799.165
2012,Gross Increment,Germany,Cubic metres,Thousands,116571.115
2013,Gross Increment,Germany,Cubic metres,Thousands,116598.98199999999
2014,Gross Increment,Germany,Cubic metres,Thousands,113740.802
2015,Gross Increment,Germany,Cubic metres,Thousands,113742.838
2016,Gross Increment,Germany,Cubic metres,Thousands,113754.132
2000,Gross Increment,Hungary,Cubic metres,Thousands,11711.0
2001,Gross Increment,Hungary,Cubic metres,Thousands,11973.0
2002,Gross Increment,Hungary,Cubic metres,Thousands,12061.0
2003,Gross Increment,Hungary,Cubic metres,Thousands,12308.0
2004,Gross Increment,Hungary,Cubic metres,Thousands,12518.0
2005,Gross Increment,Hungary,Cubic metres,Thousands,12899.0
2006,Gross Increment,Hungary,Cubic metres,Thousands,13702.0
2007,Gross Increment,Hungary,Cubic metres,Thousands,12917.0
2008,Gross Increment,Hungary,Cubic metres,Thousands,13275.0
2009,Gross Increment,Hungary,Cubic metres,Thousands,13345.0
2010,Gross Increment,Hungary,Cubic metres,Thousands,13142.0
2011,Gross Increment,Hungary,Cubic metres,Thousands,13070.0
2012,Gross Increment,Hungary,Cubic metres,Thousands,13035.0
2013,Gross Increment,Hungary,Cubic metres,Thousands,13069.0
2014,Gross Increment,Hungary,Cubic metres,Thousands,13052.0
2015,Gross Increment,Hungary,Cubic metres,Thousands,13034.0
2016,Gross Increment,Hungary,Cubic metres,Thousands,13008.0
2017,Gross Increment,Hungary,Cubic metres,Thousands,12984.0
2000,Gross Increment,Iceland,Cubic metres,Thousands,37.0
2000,Gross Increment,Ireland,Cubic metres,Thousands,4257.0
2005,Gross Increment,Ireland,Cubic metres,Thousands,4485.0
2006,Gross Increment,Ireland,Cubic metres,Thousands,4653.0
2010,Gross Increment,Ireland,Cubic metres,Thousands,5356.0
2012,Gross Increment,Ireland,Cubic metres,Thousands,7685.0
2013,Gross Increment,Ireland,Cubic metres,Thousands,7685.0
2014,Gross Increment,Ireland,Cubic metres,Thousands,7685.0
2015,Gross Increment,Ireland,Cubic metres,Thousands,7685.0
2016,Gross Increment,Ireland,Cubic metres,Thousands,7685.0
2017,Gross Increment,Ireland,Cubic metres,Thousands,8532.0
2000,Gross Increment,Italy,Cubic metres,Thousands,34510.0
2005,Gross Increment,Italy,Cubic metres,Thousands,35872.0
2010,Gross Increment,Italy,Cubic metres,Thousands,37122.0
2015,Gross Increment,Italy,Cubic metres,Thousands,38371.0
2000,Gross Increment,Japan,Cubic metres,Thousands,85000.0
2005,Gross Increment,Japan,Cubic metres,Thousands,87143.0
2000,Gross Increment,Korea,Cubic metres,Thousands,19818.0
2005,Gross Increment,Korea,Cubic metres,Thousands,17316.0
2006,Gross Increment,Korea,Cubic metres,Thousands,21262.0
2008,Gross Increment,Korea,Cubic metres,Thousands,37010.0
2009,Gross Increment,Korea,Cubic metres,Thousands,41428.0
2011,Gross Increment,Korea,Cubic metres,Thousands,38002.0
2012,Gross Increment,Korea,Cubic metres,Thousands,31955.0
2013,Gross Increment,Korea,Cubic metres,Thousands,33702.0
2014,Gross Increment,Korea,Cubic metres,Thousands,38802.0
2015,Gross Increment,Korea,Cubic metres,Thousands,31499.0
2016,Gross Increment,Korea,Cubic metres,Thousands,33853.0
2017,Gross Increment,Korea,Cubic metres,Thousands,29964.0
2007,Gross Increment,Luxembourg,Cubic metres,Thousands,750.0
2011,Gross Increment,Luxembourg,Cubic metres,Thousands,712.0
2012,Gross Increment,Luxembourg,Cubic metres,Thousands,739.0
2013,Gross Increment,Luxembourg,Cubic metres,Thousands,758.0
2014,Gross Increment,Luxembourg,Cubic metres,Thousands,758.0
2015,Gross Increment,Luxembourg,Cubic metres,Thousands,758.0
2016,Gross Increment,Luxembourg,Cubic metres,Thousands,758.0
2017,Gross Increment,Luxembourg,Cubic metres,Thousands,758.0
2000,Gross Increment,Netherlands,Cubic metres,Thousands,2381.0
2005,Gross Increment,Netherlands,Cubic metres,Thousands,2894.0
2010,Gross Increment,Netherlands,Cubic metres,Thousands,2895.0
2013,Gross Increment,Netherlands,Cubic metres,Thousands,2724.0
2017,Gross Increment,Netherlands,Cubic metres,Thousands,2662.0
2000,Gross Increment,New Zealand,Cubic metres,Thousands,32274.0
2001,Gross Increment,New Zealand,Cubic metres,Thousands,33310.0
2002,Gross Increment,New Zealand,Cubic metres,Thousands,34282.0
2003,Gross Increment,New Zealand,Cubic metres,Thousands,35142.0
2004,Gross Increment,New Zealand,Cubic metres,Thousands,36254.0
2005,Gross Increment,New Zealand,Cubic metres,Thousands,36864.0
2006,Gross Increment,New Zealand,Cubic metres,Thousands,37745.0
2007,Gross Increment,New Zealand,Cubic metres,Thousands,38841.0
2008,Gross Increment,New Zealand,Cubic metres,Thousands,39428.0
2009,Gross Increment,New Zealand,Cubic metres,Thousands,40489.0
2010,Gross Increment,New Zealand,Cubic metres,Thousands,41115.0
2011,Gross Increment,New Zealand,Cubic metres,Thousands,41745.0
2012,Gross Increment,New Zealand,Cubic metres,Thousands,42094.0
2013,Gross Increment,New Zealand,Cubic metres,Thousands,42856.0
2014,Gross Increment,New Zealand,Cubic metres,Thousands,43058.0
2015,Gross Increment,New Zealand,Cubic metres,Thousands,42666.0
2016,Gross Increment,New Zealand,Cubic metres,Thousands,41643.0
2017,Gross Increment,New Zealand,Cubic metres,Thousands,41645.0
2000,Gross Increment,Norway,Cubic metres,Thousands,29889.0
2005,Gross Increment,Norway,Cubic metres,Thousands,31272.0
2006,Gross Increment,Norway,Cubic metres,Thousands,30600.0
2007,Gross Increment,Norway,Cubic metres,Thousands,29271.0
2008,Gross Increment,Norway,Cubic metres,Thousands,28884.0
2009,Gross Increment,Norway,Cubic metres,Thousands,28963.0
2010,Gross Increment,Norway,Cubic metres,Thousands,29297.0
2011,Gross Increment,Norway,Cubic metres,Thousands,29633.0
2012,Gross Increment,Norway,Cubic metres,Thousands,29969.0
2013,Gross Increment,Norway,Cubic metres,Thousands,30180.0
2014,Gross Increment,Norway,Cubic metres,Thousands,30391.0
2015,Gross Increment,Norway,Cubic metres,Thousands,29806.0
2016,Gross Increment,Norway,Cubic metres,Thousands,29806.0
2017,Gross Increment,Norway,Cubic metres,Thousands,29806.0
2000,Gross Increment,Poland,Cubic metres,Thousands,61028.0
2005,Gross Increment,Poland,Cubic metres,Thousands,67596.0
2010,Gross Increment,Poland,Cubic metres,Thousands,72600.0
2000,Gross Increment,Portugal,Cubic metres,Thousands,20197.0
2005,Gross Increment,Portugal,Cubic metres,Thousands,20002.0
2000,Gross Increment,Slovak Republic,Cubic metres,Thousands,11204.0
2001,Gross Increment,Slovak Republic,Cubic metres,Thousands,11299.0
2002,Gross Increment,Slovak Republic,Cubic metres,Thousands,11391.0
2003,Gross Increment,Slovak Republic,Cubic metres,Thousands,11451.0
2004,Gross Increment,Slovak Republic,Cubic metres,Thousands,11534.0
2005,Gross Increment,Slovak Republic,Cubic metres,Thousands,11584.0
2006,Gross Increment,Slovak Republic,Cubic metres,Thousands,11671.0
2007,Gross Increment,Slovak Republic,Cubic metres,Thousands,11665.0
2008,Gross Increment,Slovak Republic,Cubic metres,Thousands,11786.0
2009,Gross Increment,Slovak Republic,Cubic metres,Thousands,11866.0
2010,Gross Increment,Slovak Republic,Cubic metres,Thousands,11953.0
2011,Gross Increment,Slovak Republic,Cubic metres,Thousands,12024.0
2012,Gross Increment,Slovak Republic,Cubic metres,Thousands,12126.0
2013,Gross Increment,Slovak Republic,Cubic metres,Thousands,11982.0
2014,Gross Increment,Slovak Republic,Cubic metres,Thousands,12079.0
2015,Gross Increment,Slovak Republic,Cubic metres,Thousands,12092.0
2016,Gross Increment,Slovak Republic,Cubic metres,Thousands,12079.0
2017,Gross Increment,Slovak Republic,Cubic metres,Thousands,12023.0
2000,Gross Increment,Spain,Cubic metres,Thousands,33641.608
2005,Gross Increment,Spain,Cubic metres,Thousands,35418.134
2010,Gross Increment,Spain,Cubic metres,Thousands,37194.659
2000,Gross Increment,Sweden,Cubic metres,Thousands,91309.645
2005,Gross Increment,Sweden,Cubic metres,Thousands,101446.974
2009,Gross Increment,Sweden,Cubic metres,Thousands,119320.0
2010,Gross Increment,Sweden,Cubic metres,Thousands,121040.0
2011,Gross Increment,Sweden,Cubic metres,Thousands,123470.0
2012,Gross Increment,Sweden,Cubic metres,Thousands,125310.0
2013,Gross Increment,Sweden,Cubic metres,Thousands,128130.0
2014,Gross Increment,Sweden,Cubic metres,Thousands,128920.0
2015,Gross Increment,Sweden,Cubic metres,Thousands,127910.0
2000,Gross Increment,Switzerland,Cubic metres,Thousands,10371.0
2005,Gross Increment,Switzerland,Cubic metres,Thousands,11002.0
2010,Gross Increment,Switzerland,Cubic metres,Thousands,11611.0
2015,Gross Increment,Switzerland,Cubic metres,Thousands,12232.0
2009,Gross Increment,Turkey,Cubic metres,Thousands,36282.0
2010,Gross Increment,Turkey,Cubic metres,Thousands,36282.0
2011,Gross Increment,Turkey,Cubic metres,Thousands,36282.0
2012,Gross Increment,Turkey,Cubic metres,Thousands,42179.0
2013,Gross Increment,Turkey,Cubic metres,Thousands,42179.0
2014,Gross Increment,Turkey,Cubic metres,Thousands,42179.0
2015,Gross Increment,Turkey,Cubic metres,Thousands,45904.0
2016,Gross Increment,Turkey,Cubic metres,Thousands,45904.0
2017,Gross Increment,Turkey,Cubic metres,Thousands,45904.0
2000,Gross Increment,United Kingdom,Cubic metres,Thousands,21070.0
2005,Gross Increment,United Kingdom,Cubic metres,Thousands,21930.0
2010,Gross Increment,United Kingdom,Cubic metres,Thousands,22987.0
2015,Gross Increment,United Kingdom,Cubic metres,Thousands,21488.0
2000,Gross Increment,United States,Cubic metres,Thousands,839530.0
2001,Gross Increment,United States,Cubic metres,Thousands,849659.0
2002,Gross Increment,United States,Cubic metres,Thousands,875596.0
2003,Gross Increment,United States,Cubic metres,Thousands,901533.0
2004,Gross Increment,United States,Cubic metres,Thousands,927470.0
2005,Gross Increment,United States,Cubic metres,Thousands,953407.0
2006,Gross Increment,United States,Cubic metres,Thousands,979344.0
2007,Gross Increment,United States,Cubic metres,Thousands,984203.0
2008,Gross Increment,United States,Cubic metres,Thousands,989062.0
2009,Gross Increment,United States,Cubic metres,Thousands,993921.0
2010,Gross Increment,United States,Cubic metres,Thousands,998780.0
2011,Gross Increment,United States,Cubic metres,Thousands,1003638.0
2000,Gross Increment,Chile,Cubic metres,Thousands,79866.9
2005,Gross Increment,Chile,Cubic metres,Thousands,86121.36099999999
2009,Gross Increment,Chile,Cubic metres,Thousands,91515.88
2012,Gross Increment,Chile,Cubic metres,Thousands,95910.0
2013,Gross Increment,Chile,Cubic metres,Thousands,94355.0
2014,Gross Increment,Chile,Cubic metres,Thousands,97023.0
2015,Gross Increment,Chile,Cubic metres,Thousands,96582.0
2000,Gross Increment,Estonia,Cubic metres,Thousands,12955.955
2001,Gross Increment,Estonia,Cubic metres,Thousands,13098.128
2002,Gross Increment,Estonia,Cubic metres,Thousands,13007.093
2003,Gross Increment,Estonia,Cubic metres,Thousands,13080.67
2004,Gross Increment,Estonia,Cubic metres,Thousands,13118.673
2005,Gross Increment,Estonia,Cubic metres,Thousands,13064.243999999999
2006,Gross Increment,Estonia,Cubic metres,Thousands,13099.844
2007,Gross Increment,Estonia,Cubic metres,Thousands,13085.256000000001
2008,Gross Increment,Estonia,Cubic metres,Thousands,13068.595
2009,Gross Increment,Estonia,Cubic metres,Thousands,13222.135
2010,Gross Increment,Estonia,Cubic metres,Thousands,13511.355
2011,Gross Increment,Estonia,Cubic metres,Thousands,13722.999
2012,Gross Increment,Estonia,Cubic metres,Thousands,13888.003999999999
2013,Gross Increment,Estonia,Cubic metres,Thousands,14134.8
2014,Gross Increment,Estonia,Cubic metres,Thousands,14321.311000000002
2015,Gross Increment,Estonia,Cubic metres,Thousands,14324.533000000001
2016,Gross Increment,Estonia,Cubic metres,Thousands,14271.903
2017,Gross Increment,Estonia,Cubic metres,Thousands,14401.577
2000,Gross Increment,Slovenia,Cubic metres,Thousands,10678.0
2005,Gross Increment,Slovenia,Cubic metres,Thousands,10765.0
2006,Gross Increment,Slovenia,Cubic metres,Thousands,10783.0
2007,Gross Increment,Slovenia,Cubic metres,Thousands,10801.0
2008,Gross Increment,Slovenia,Cubic metres,Thousands,10818.0
2009,Gross Increment,Slovenia,Cubic metres,Thousands,10836.0
2012,Gross Increment,Slovenia,Cubic metres,Thousands,10391.0
2000,Net change,Denmark,Cubic metres,Thousands,2189.0
2005,Net change,Denmark,Cubic metres,Thousands,2278.6
2010,Net change,Denmark,Cubic metres,Thousands,2740.06
2012,Net change,Denmark,Cubic metres,Thousands,2378.0
2013,Net change,Denmark,Cubic metres,Thousands,2328.0
2014,Net change,Denmark,Cubic metres,Thousands,2939.0
2015,Net change,Denmark,Cubic metres,Thousands,3057.0
2016,Net change,Denmark,Cubic metres,Thousands,2385.0
2017,Net change,Denmark,Cubic metres,Thousands,1586.17
2005,Net change,Finland,Cubic metres,Thousands,37686.0
2006,Net change,Finland,Cubic metres,Thousands,40625.0
2007,Net change,Finland,Cubic metres,Thousands,34906.0
2008,Net change,Finland,Cubic metres,Thousands,37670.0
2009,Net change,Finland,Cubic metres,Thousands,48012.0
2010,Net change,Finland,Cubic metres,Thousands,36918.0
2011,Net change,Finland,Cubic metres,Thousands,36481.0
2012,Net change,Finland,Cubic metres,Thousands,37316.0
2013,Net change,Finland,Cubic metres,Thousands,32277.0
2014,Net change,Finland,Cubic metres,Thousands,32234.0
2015,Net change,Finland,Cubic metres,Thousands,29493.0
2016,Net change,Finland,Cubic metres,Thousands,25474.0
2017,Net change,Finland,Cubic metres,Thousands,23370.0
2000,Net change,Germany,Cubic metres,Thousands,27585.278
2001,Net change,Germany,Cubic metres,Thousands,46710.33900000001
2002,Net change,Germany,Cubic metres,Thousands,39780.613
2003,Net change,Germany,Cubic metres,Thousands,28382.859
2004,Net change,Germany,Cubic metres,Thousands,17898.581000000002
2005,Net change,Germany,Cubic metres,Thousands,13589.928
2006,Net change,Germany,Cubic metres,Thousands,5170.883
2007,Net change,Germany,Cubic metres,Thousands,-9238.146999999999
2008,Net change,Germany,Cubic metres,Thousands,13150.351999999999
2009,Net change,Germany,Cubic metres,Thousands,26683.107000000004
2010,Net change,Germany,Cubic metres,Thousands,12106.562
2011,Net change,Germany,Cubic metres,Thousands,19698.936
2012,Net change,Germany,Cubic metres,Thousands,19065.686
2013,Net change,Germany,Cubic metres,Thousands,25676.17
2014,Net change,Germany,Cubic metres,Thousands,21654.152000000002
2015,Net change,Germany,Cubic metres,Thousands,19985.255
2016,Net change,Germany,Cubic metres,Thousands,23347.541
2000,Net change,Italy,Cubic metres,Thousands,15835.0
2005,Net change,Italy,Cubic metres,Thousands,18054.0
2010,Net change,Italy,Cubic metres,Thousands,19678.0
2006,Net change,Korea,Cubic metres,Thousands,17815.0
2008,Net change,Korea,Cubic metres,Thousands,32327.0
2009,Net change,Korea,Cubic metres,Thousands,33682.0
2011,Net change,Korea,Cubic metres,Thousands,28279.0
2012,Net change,Korea,Cubic metres,Thousands,21135.0
2013,Net change,Korea,Cubic metres,Thousands,24383.0
2014,Net change,Korea,Cubic metres,Thousands,29827.0
2015,Net change,Korea,Cubic metres,Thousands,23457.0
2016,Net change,Korea,Cubic metres,Thousands,26388.0
2017,Net change,Korea,Cubic metres,Thousands,23916.0
2011,Net change,Luxembourg,Cubic metres,Thousands,111.0
2012,Net change,Luxembourg,Cubic metres,Thousands,291.0
2013,Net change,Luxembourg,Cubic metres,Thousands,340.0
2014,Net change,Luxembourg,Cubic metres,Thousands,266.0
2015,Net change,Luxembourg,Cubic metres,Thousands,258.0
2016,Net change,Luxembourg,Cubic metres,Thousands,314.0
2017,Net change,Luxembourg,Cubic metres,Thousands,264.0
2010,Net change,Netherlands,Cubic metres,Thousands,1493.0
2013,Net change,Netherlands,Cubic metres,Thousands,1326.0
2017,Net change,Netherlands,Cubic metres,Thousands,1220.0
2000,Net change,Poland,Cubic metres,Thousands,15253.0
2005,Net change,Poland,Cubic metres,Thousands,17251.0
2010,Net change,Poland,Cubic metres,Thousands,26833.0
2000,Net change,Portugal,Cubic metres,Thousands,7036.0
2005,Net change,Portugal,Cubic metres,Thousands,5352.0
2000,Net change,Slovak Republic,Cubic metres,Thousands,4986.0
2001,Net change,Slovak Republic,Cubic metres,Thousands,5114.0
2002,Net change,Slovak Republic,Cubic metres,Thousands,5143.0
2003,Net change,Slovak Republic,Cubic metres,Thousands,4799.0
2004,Net change,Slovak Republic,Cubic metres,Thousands,4266.0
2005,Net change,Slovak Republic,Cubic metres,Thousands,1393.0
2006,Net change,Slovak Republic,Cubic metres,Thousands,3314.0
2007,Net change,Slovak Republic,Cubic metres,Thousands,3298.0
2008,Net change,Slovak Republic,Cubic metres,Thousands,2319.0
2009,Net change,Slovak Republic,Cubic metres,Thousands,2618.0
2010,Net change,Slovak Republic,Cubic metres,Thousands,2093.0
2011,Net change,Slovak Republic,Cubic metres,Thousands,2557.0
2012,Net change,Slovak Republic,Cubic metres,Thousands,3894.0
2013,Net change,Slovak Republic,Cubic metres,Thousands,4145.0
2014,Net change,Slovak Republic,Cubic metres,Thousands,2662.0
2015,Net change,Slovak Republic,Cubic metres,Thousands,8056.0
2016,Net change,Slovak Republic,Cubic metres,Thousands,2758.0
2017,Net change,Slovak Republic,Cubic metres,Thousands,2630.0
2000,Net change,Sweden,Cubic metres,Thousands,17602.645
2005,Net change,Sweden,Cubic metres,Thousands,14463.0
2010,Net change,Sweden,Cubic metres,Thousands,27209.0
2015,Net change,Sweden,Cubic metres,Thousands,30513.0
2000,Net change,Switzerland,Cubic metres,Thousands,3530.0
2005,Net change,Switzerland,Cubic metres,Thousands,3015.0
2010,Net change,Switzerland,Cubic metres,Thousands,2473.0
2015,Net change,Switzerland,Cubic metres,Thousands,3035.0
2009,Net change,Turkey,Cubic metres,Thousands,13376.0
2010,Net change,Turkey,Cubic metres,Thousands,19858.0
2011,Net change,Turkey,Cubic metres,Thousands,15821.0
2012,Net change,Turkey,Cubic metres,Thousands,21213.0
2013,Net change,Turkey,Cubic metres,Thousands,20279.0
2014,Net change,Turkey,Cubic metres,Thousands,20336.0
2015,Net change,Turkey,Cubic metres,Thousands,19417.0
2016,Net change,Turkey,Cubic metres,Thousands,21451.0
2017,Net change,Turkey,Cubic metres,Thousands,22945.0
2000,Net change,Chile,Cubic metres,Thousands,40035.62
2005,Net change,Chile,Cubic metres,Thousands,38082.641
2009,Net change,Chile,Cubic metres,Thousands,36332.09
2012,Net change,Chile,Cubic metres,Thousands,31099.0
2013,Net change,Chile,Cubic metres,Thousands,39955.0
2014,Net change,Chile,Cubic metres,Thousands,45116.0
2015,Net change,Chile,Cubic metres,Thousands,44576.0
2000,Net change,Slovenia,Cubic metres,Thousands,7037.0
2005,Net change,Slovenia,Cubic metres,Thousands,6571.0
2006,Net change,Slovenia,Cubic metres,Thousands,6020.0
2007,Net change,Slovenia,Cubic metres,Thousands,6513.0
2008,Net change,Slovenia,Cubic metres,Thousands,6342.0
2009,Net change,Slovenia,Cubic metres,Thousands,6411.0
2012,Net change,Slovenia,Cubic metres,Thousands,5522.0
2005,Volumes salvaged,Austria,Cubic metres,Thousands,3107.0
2005,Net fellings,Austria,Cubic metres,Thousands,20404.0
2005,Net change,Austria,Cubic metres,Thousands,4732.0
2005,Intensity of use of forest resources,Austria,Ratio,Units,0.768
2000,Intensity of use of forest resources,Belgium,Ratio,Units,0.654
2005,Intensity of use of forest resources,Belgium,Ratio,Units,0.83
2010,Intensity of use of forest resources,Belgium,Ratio,Units,1.056
2012,Intensity of use of forest resources,Belgium,Ratio,Units,1.099
2000,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.7290000000000001
2001,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.715
2002,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.722
2003,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.7509999999999999
2004,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.767
2005,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.758
2006,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.8590000000000001
2007,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.893
2008,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.777
2009,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.716
2010,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.7879999999999999
2011,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.7170000000000001
2012,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.698
2013,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.706
2014,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.708
2015,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.741
2016,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.8009999999999999
2017,Intensity of use of forest resources,Czech Republic,Ratio,Units,0.8759999999999999
2000,Intensity of use of forest resources,Denmark,Ratio,Units,0.593
2005,Intensity of use of forest resources,Denmark,Ratio,Units,0.531
2010,Intensity of use of forest resources,Denmark,Ratio,Units,0.457
2012,Intensity of use of forest resources,Denmark,Ratio,Units,0.593
2013,Intensity of use of forest resources,Denmark,Ratio,Units,0.606
2014,Intensity of use of forest resources,Denmark,Ratio,Units,0.564
2015,Intensity of use of forest resources,Denmark,Ratio,Units,0.523
2016,Intensity of use of forest resources,Denmark,Ratio,Units,0.58
2017,Intensity of use of forest resources,Denmark,Ratio,Units,0.6729999999999999
2000,Intensity of use of forest resources,Finland,Ratio,Units,0.7440000000000001
2001,Intensity of use of forest resources,Finland,Ratio,Units,0.706
2002,Intensity of use of forest resources,Finland,Ratio,Units,0.703
2003,Intensity of use of forest resources,Finland,Ratio,Units,0.7020000000000001
2004,Intensity of use of forest resources,Finland,Ratio,Units,0.695
2005,Intensity of use of forest resources,Finland,Ratio,Units,0.6609999999999999
2006,Intensity of use of forest resources,Finland,Ratio,Units,0.634
2007,Intensity of use of forest resources,Finland,Ratio,Units,0.6990000000000001
2008,Intensity of use of forest resources,Finland,Ratio,Units,0.675
2009,Intensity of use of forest resources,Finland,Ratio,Units,0.568
2010,Intensity of use of forest resources,Finland,Ratio,Units,0.6859999999999999
2011,Intensity of use of forest resources,Finland,Ratio,Units,0.6920000000000001
2012,Intensity of use of forest resources,Finland,Ratio,Units,0.6829999999999999
2013,Intensity of use of forest resources,Finland,Ratio,Units,0.74
2014,Intensity of use of forest resources,Finland,Ratio,Units,0.74
2015,Intensity of use of forest resources,Finland,Ratio,Units,0.77
2016,Intensity of use of forest resources,Finland,Ratio,Units,0.8009999999999999
2017,Intensity of use of forest resources,Finland,Ratio,Units,0.815
2002,Intensity of use of forest resources,France,Ratio,Units,0.725
2003,Intensity of use of forest resources,France,Ratio,Units,0.648
2004,Intensity of use of forest resources,France,Ratio,Units,0.5870000000000001
2009,Intensity of use of forest resources,France,Ratio,Units,0.51
2010,Intensity of use of forest resources,France,Ratio,Units,0.513
2011,Intensity of use of forest resources,France,Ratio,Units,0.527
2012,Intensity of use of forest resources,France,Ratio,Units,0.532
2013,Intensity of use of forest resources,France,Ratio,Units,0.521
2014,Intensity of use of forest resources,France,Ratio,Units,0.516
2000,Intensity of use of forest resources,Germany,Ratio,Units,0.7490000000000001
2001,Intensity of use of forest resources,Germany,Ratio,Units,0.593
2002,Intensity of use of forest resources,Germany,Ratio,Units,0.637
2003,Intensity of use of forest resources,Germany,Ratio,Units,0.731
2004,Intensity of use of forest resources,Germany,Ratio,Units,0.8190000000000001
2005,Intensity of use of forest resources,Germany,Ratio,Units,0.8540000000000001
2006,Intensity of use of forest resources,Germany,Ratio,Units,0.925
2007,Intensity of use of forest resources,Germany,Ratio,Units,1.046
2008,Intensity of use of forest resources,Germany,Ratio,Units,0.857
2009,Intensity of use of forest resources,Germany,Ratio,Units,0.743
2010,Intensity of use of forest resources,Germany,Ratio,Units,0.865
2011,Intensity of use of forest resources,Germany,Ratio,Units,0.8
2012,Intensity of use of forest resources,Germany,Ratio,Units,0.805
2013,Intensity of use of forest resources,Germany,Ratio,Units,0.748
2014,Intensity of use of forest resources,Germany,Ratio,Units,0.764
2015,Intensity of use of forest resources,Germany,Ratio,Units,0.778
2016,Intensity of use of forest resources,Germany,Ratio,Units,0.75
2000,Intensity of use of forest resources,Hungary,Ratio,Units,0.622
2001,Intensity of use of forest resources,Hungary,Ratio,Units,0.586
2002,Intensity of use of forest resources,Hungary,Ratio,Units,0.581
2003,Intensity of use of forest resources,Hungary,Ratio,Units,0.5760000000000001
2004,Intensity of use of forest resources,Hungary,Ratio,Units,0.5670000000000001
2005,Intensity of use of forest resources,Hungary,Ratio,Units,0.556
2006,Intensity of use of forest resources,Hungary,Ratio,Units,0.511
2007,Intensity of use of forest resources,Hungary,Ratio,Units,0.512
2008,Intensity of use of forest resources,Hungary,Ratio,Units,0.529
2009,Intensity of use of forest resources,Hungary,Ratio,Units,0.508
2010,Intensity of use of forest resources,Hungary,Ratio,Units,0.565
2011,Intensity of use of forest resources,Hungary,Ratio,Units,0.618
2012,Intensity of use of forest resources,Hungary,Ratio,Units,0.593
2013,Intensity of use of forest resources,Hungary,Ratio,Units,0.603
2014,Intensity of use of forest resources,Hungary,Ratio,Units,0.5760000000000001
2015,Intensity of use of forest resources,Hungary,Ratio,Units,0.564
2016,Intensity of use of forest resources,Hungary,Ratio,Units,0.564
2017,Intensity of use of forest resources,Hungary,Ratio,Units,0.583
2000,Intensity of use of forest resources,Ireland,Ratio,Units,0.715
2005,Intensity of use of forest resources,Ireland,Ratio,Units,0.715
2006,Intensity of use of forest resources,Ireland,Ratio,Units,0.695
2010,Intensity of use of forest resources,Ireland,Ratio,Units,0.55
2012,Intensity of use of forest resources,Ireland,Ratio,Units,0.406
2013,Intensity of use of forest resources,Ireland,Ratio,Units,0.435
2014,Intensity of use of forest resources,Ireland,Ratio,Units,0.446
2015,Intensity of use of forest resources,Ireland,Ratio,Units,0.465
2016,Intensity of use of forest resources,Ireland,Ratio,Units,0.48
2017,Intensity of use of forest resources,Ireland,Ratio,Units,0.456
2000,Intensity of use of forest resources,Italy,Ratio,Units,0.415
2005,Intensity of use of forest resources,Italy,Ratio,Units,0.371
2010,Intensity of use of forest resources,Italy,Ratio,Units,0.344
2000,Intensity of use of forest resources,Japan,Ratio,Units,0.29
2005,Intensity of use of forest resources,Japan,Ratio,Units,0.39799999999999996
2000,Intensity of use of forest resources,Korea,Ratio,Units,0.12300000000000001
2005,Intensity of use of forest resources,Korea,Ratio,Units,0.20600000000000002
2006,Intensity of use of forest resources,Korea,Ratio,Units,0.175
2008,Intensity of use of forest resources,Korea,Ratio,Units,0.128
2009,Intensity of use of forest resources,Korea,Ratio,Units,0.185
2011,Intensity of use of forest resources,Korea,Ratio,Units,0.262
2012,Intensity of use of forest resources,Korea,Ratio,Units,0.335
2013,Intensity of use of forest resources,Korea,Ratio,Units,0.27699999999999997
2014,Intensity of use of forest resources,Korea,Ratio,Units,0.226
2015,Intensity of use of forest resources,Korea,Ratio,Units,0.247
2016,Intensity of use of forest resources,Korea,Ratio,Units,0.22699999999999998
2017,Intensity of use of forest resources,Korea,Ratio,Units,0.225
2007,Intensity of use of forest resources,Luxembourg,Ratio,Units,0.493
2011,Intensity of use of forest resources,Luxembourg,Ratio,Units,0.723
2012,Intensity of use of forest resources,Luxembourg,Ratio,Units,0.491
2013,Intensity of use of forest resources,Luxembourg,Ratio,Units,0.47
